Parcela;Cota;Ecosistema;Orientacion;Microestacion;Tratamiento;Cobertura_arborea;Fecha_instalación;Fecha_recogida;Dias_campo;Muestra;Superficie_lámina (cm2);Absorb_NH4;ppm N-NH4;µg resina-1 NH4;µg cm-2 NH4;NH4;Absorb_NO3;ppm N-NO3;µg resina-1 NO3;µg cm-2 NO3;NO3;Absorb_PO4;ppm N-PO4;µg resina-1 PO4;µg cm-2 PO4;PO4
Canar;1800;Robledal;Sur;51;Control;0.388082823;23/04/2024;24/06/2024;62;2;8.61;0.177;0.719360027;35.96800133;4.177468215;0.06737852;1.564;9.362421714;468.1210857;58.51513571;0.943792512;2.29;8.508037684;425.4018842;53.17523552;0.857665089
Canar;1800;Robledal;Sur;51;Control;0.388082823;23/04/2024;24/06/2024;62;3;7.74;0.154;0.576104861;28.80524303;3.721607627;0.060025929;1.383;8.235065842;411.7532921;50.27512724;0.810889149;1.79;4.001036552;200.0518276;24.42635257;0.393973429
Canar;1800;Robledal;Sur;52;Refugio;0.293132894;23/04/2024;24/06/2024;62;1;8.8;0.151;0.559495566;27.9747783;3.178952079;0.051273421;1.625;9.742359328;487.1179664;60.8897458;0.982092674;1.84;4.439217217;221.9608609;27.74510761;0.447501736
Canar;1800;Robledal;Sur;52;Refugio;0.293132894;23/04/2024;24/06/2024;62;2;7.56;0.16;0.617628097;30.88140486;4.084841912;0.065884547;1.578;9.445468187;472.2734094;57.59431821;0.928940616;1.84;4.44815968;222.407984;27.12292488;0.43746653
Canar;1800;Robledal;Sur;52;Refugio;0.293132894;23/04/2024;24/06/2024;62;3;8;0.479;2.602438804;130.1219402;16.26524253;0.262342621;1.5;8.961722481;448.0861241;56.01076551;0.903399444;1.86;4.665759602;233.2879801;29.16099751;0.47033867
Canar;1800;Robledal;Sur;53;Control;0.0356836;23/04/2024;24/06/2024;62;1;8.17;0.141;0.495134549;24.75672747;3.0301992;0.048874181;1.853;11.16037786;558.0188928;66.43082057;1.071464848;1.93;5.215422968;260.7711484;31.04418433;0.500712651
Canar;1800;Robledal;Sur;53;Control;0.0356836;23/04/2024;24/06/2024;62;2;8;0.149;0.549114757;27.45573784;3.43196723;0.05535431;1.157;6.827428123;341.3714061;42.67142577;0.688248803;2.29;8.481210296;424.0605148;53.00756435;0.854960715
Canar;1800;Robledal;Sur;53;Control;0.0356836;23/04/2024;24/06/2024;62;3;6.66;0.13;0.428697371;21.43486854;3.21844873;0.051910463;1.837;11.06072209;553.0361044;58.52233909;0.943908695;2.22;7.83139135;391.5695675;41.43593307;0.668321501
Canar;1800;Robledal;Sur;54;Refugio;0.677412767;23/04/2024;24/06/2024;62;1;7.8;0.133;0.445306666;22.26533327;2.854529907;0.046040805;1.563;9.351002824;467.5501412;63.09718505;1.017696533;1.81;4.153058415;207.6529208;28.02333614;0.451989293
Canar;1800;Robledal;Sur;54;Refugio;0.677412767;23/04/2024;24/06/2024;62;2;8;0.191;0.806558823;40.32794117;5.040992646;0.081306333;1.394;8.303579182;415.1789591;51.89736989;0.837054353;1.76;3.729781854;186.4890927;23.31113659;0.375986074
Canar;1800;Robledal;Sur;54;Refugio;0.677412767;23/04/2024;24/06/2024;62;3;8;0.145;0.522124653;26.10623265;3.263279082;0.052633534;1.708;10.25600176;512.8000882;69.20379058;1.116190171;1.66;2.799765747;139.9882874;18.89180666;0.304706559
Canar;1900;Robledal;Sur;55;Control;0.30693525;24/04/2024;25/06/2024;62;1;10.32;0.681;3.85851671;192.9258355;18.6943639;0.301521998;1.642;9.84616742;492.308371;46.62011089;0.751937272;1.64;2.617935675;130.8967838;12.39552877;0.199927883
Canar;1900;Robledal;Sur;55;Control;0.30693525;24/04/2024;25/06/2024;62;2;7.2;0.144;0.515896168;25.79480838;3.582612275;0.057784069;1.835;11.05034128;552.517064;100.2753292;1.61734402;1.64;2.6358206;131.79103;23.91851724;0.385782536
Canar;1900;Robledal;Sur;55;Control;0.30693525;24/04/2024;25/06/2024;62;3;;Sin resina;;;;;1.439;8.583861029;429.1930514;52.34061603;0.844203484;1.59;2.236390606;111.8195303;13.63652808;0.219944001
Canar;1900;Robledal;Sur;56;Refugio;0.670424821;24/04/2024;25/06/2024;62;1;7.8;0.18;0.740121645;37.00608225;4.744369519;0.076522089;1.563;9.356193229;467.8096614;54.33329401;0.876343452;1.61;2.361585082;118.0792541;13.71419908;0.221196759
Canar;1900;Robledal;Sur;56;Refugio;0.670424821;24/04/2024;25/06/2024;62;2;9.89;0.18;0.740121645;37.00608225;3.741767669;0.060351091;1.84;11.07940755;553.9703773;51.29355345;0.827315378;1.57;2.051579713;102.5789856;9.498054226;0.153194423
Canar;1900;Robledal;Sur;56;Refugio;0.670424821;24/04/2024;25/06/2024;62;3;8.61;0.178;0.727664674;36.3832337;4.225694971;0.068156371;1.661;9.966584806;498.3292403;45.13851814;0.728040615;1.57;1.991963296;99.59816479;9.021572898;0.14550924
Canar;1900;Piornal;Sur;57;Refugio;0.283975764;24/04/2024;25/06/2024;62;1;11.44;0.206;0.902062268;45.10311337;3.94257984;0.063589997;1.844;11.10307579;555.1537895;44.69837275;0.720941496;1.64;2.66860963;133.4304815;10.74319497;0.173277338
Canar;1900;Piornal;Sur;57;Refugio;0.283975764;24/04/2024;25/06/2024;62;2;9.02;0.225;1.022479653;51.12398267;5.667847303;0.091416892;1.869;11.25899554;562.9497772;74.46425624;1.201036391;1.64;2.683513734;134.1756867;17.74810671;0.286259786
Canar;1900;Piornal;Sur;57;Refugio;0.283975764;24/04/2024;25/06/2024;62;3;7.2;0.17;0.675760628;33.78803142;4.692782141;0.075690035;1.968;11.87665369;593.8326844;68.97011433;1.112421199;1.66;2.805727389;140.2863695;16.2934227;0.26279714
Canar;1900;Robledal;Sur;58;Control;0.05761775;24/04/2024;25/06/2024;62;1;11.04;0.226;1.026631977;51.33159886;4.649601346;0.07499357;1.714;10.29212698;514.606349;45.62113023;0.735824681;1.67;2.945825969;147.2912985;13.05773923;0.210608697
Canar;1900;Robledal;Sur;58;Control;0.05761775;24/04/2024;25/06/2024;62;2;7.41;0.167;0.661227496;33.06137478;4.461723991;0.07196329;2.085;12.60227225;630.1136123;110.5462478;1.783003996;1.7;3.151502608;157.5751304;27.64475972;0.445883221
Canar;1900;Robledal;Sur;58;Control;0.05761775;24/04/2024;25/06/2024;62;3;8;0.278;1.350513222;67.52566111;8.440707639;0.136140446;1.035;6.065476732;303.2738366;26.88597842;0.433644813;2.2;7.667446203;383.3723101;33.98690693;0.548175918
Canar;1900;Robledal;Sur;59;Refugio;0.600574463;24/04/2024;25/06/2024;62;1;8;0.184;0.762959425;38.14797125;4.768496407;0.076911232;1.355;8.061083481;403.054174;54.46678027;0.878496456;1.66;2.832554777;141.6277388;19.13888363;0.308691671
Canar;1900;Robledal;Sur;59;Refugio;0.600574463;24/04/2024;25/06/2024;62;2;11.44;0.189;0.794101853;39.70509262;3.47072488;0.055979434;1.85;11.1416924;557.08462;53.98106783;0.870662384;1.49;1.330221066;66.51105331;6.444869507;0.103949508
Canar;1900;Robledal;Sur;59;Refugio;0.600574463;24/04/2024;25/06/2024;62;3;8.8;0.179;0.731816998;36.59084988;4.158051123;0.067065341;1.831;11.02127501;551.0637507;69.5787564;1.122238006;1.69;3.085924549;154.2962275;19.4818469;0.314223337
Canar;1900;Piornal;Sur;60;Refugio;0.004152135;24/04/2024;25/06/2024;62;1;7.56;0.174;0.702750732;35.1375366;4.647822302;0.074964876;2.03;12.26074363;613.0371813;92.8844214;1.498135829;1.85;4.539074716;226.9537358;34.38692967;0.554627898
Canar;1900;Piornal;Sur;60;Refugio;0.004152135;24/04/2024;25/06/2024;62;2;8;0.182;0.754654778;37.73273889;4.716592361;0.07607407;1.869;11.26003362;563.0016812;60.93091788;0.98275674;1.72;3.351217605;167.5608803;18.1342944;0.292488619
Canar;1900;Piornal;Sur;60;Refugio;0.004152135;24/04/2024;25/06/2024;62;3;9.43;0.215;0.956042475;47.80212375;5.069154162;0.081760551;1.902;11.46557365;573.2786823;71.65983528;1.155803795;1.73;3.425141963;171.2570981;21.40713727;0.345276408
Canar;1900;Robledal;Sur;61;Control;0.210915544;24/04/2024;25/06/2024;62;1;8.61;0.21;0.926976209;46.34881047;5.383137105;0.086824792;0.785;4.510431523;225.5215762;28.95013815;0.466937712;2.71;12.2549295;612.7464749;78.65808407;1.268678775
Canar;1900;Robledal;Sur;61;Control;0.210915544;24/04/2024;25/06/2024;62;2;7.6;0.199;0.858462869;42.92314346;5.647782034;0.091093259;1.837;11.05760785;552.8803923;65.81909432;1.061598296;2.66;11.81376801;590.6884006;70.32004769;1.134194318
Canar;1900;Robledal;Sur;61;Control;0.210915544;24/04/2024;25/06/2024;62;3;7.22;0.201;0.87091984;43.545992;6.031300832;0.097279046;1.523;9.102901486;455.1450743;55.57326914;0.896343051;2;5.853616713;292.6808356;35.73636577;0.576392996
Canar;1900;Robledal;Sur;62;Refugio;0.592024705;24/04/2024;25/06/2024;62;1;7.8;0.192;0.816939633;40.84698163;5.236792516;0.084464395;1.249;7.395258383;369.7629191;66.26575612;1.068802518;2.49;10.24585624;512.2928121;91.80874769;1.480786253
Canar;1900;Robledal;Sur;62;Refugio;0.592024705;24/04/2024;25/06/2024;62;2;7.8;0.169;0.671608305;33.58041523;4.30518144;0.06943841;1.654;9.920909246;496.0454623;60.56721151;0.976890508;1.87;4.72835684;236.417842;28.86664738;0.465591087
Canar;1900;Robledal;Sur;62;Refugio;0.592024705;24/04/2024;25/06/2024;62;3;7.79;0.202;0.879224487;43.96122437;5.643289393;0.091020797;1.361;8.093886838;404.6943419;70.99900735;1.14514528;1.53;1.634264793;81.71323966;14.33565608;0.231220259
Canar;1900;Piornal;Sur;63;Refugio;0;24/04/2024;25/06/2024;62;1;9.43;0.194;0.827320442;41.36602209;4.38664073;0.07075227;1.763;10.59981416;529.9907082;63.09413192;1.017647289;1.36;0.1915475;9.577374987;1.140163689;0.018389737
Canar;1900;Piornal;Sur;63;Refugio;0;24/04/2024;25/06/2024;62;2;6.84;0.191;0.808634985;40.43174926;5.911074454;0.095339911;1.732;10.40465495;520.2327476;59.11735768;0.953505769;1.52;1.544840168;77.24200838;8.777500953;0.141572596
Canar;1900;Piornal;Sur;63;Refugio;0;24/04/2024;25/06/2024;62;3;9.2;0.209;0.918671562;45.93357811;4.992780229;0.080528713;1.886;11.36591788;568.2958939;83.57292557;1.347950412;1.69;3.127656041;156.3828021;22.99747089;0.37092695
Canar;2000;Piornal;Sur;3;Refugio;0;23/04/2024;24/06/2024;62;1;8.36;0.124;0.391326458;19.5663229;2.340469246;0.037749504;1.296;7.691111443;384.5555722;49.36528526;0.796214278;2.33;8.865736186;443.2868093;56.90459683;0.917816078
Canar;2000;Piornal;Sur;3;Refugio;0;23/04/2024;24/06/2024;62;2;7.6;0.115;0.333193927;16.65969634;2.192065308;0.035355892;2.115;12.79431721;639.7158607;76.15665009;1.228333066;1.82;4.278252891;213.9126446;25.46579102;0.410738565
Canar;2000;Piornal;Sur;3;Refugio;0;23/04/2024;24/06/2024;62;3;7.6;0.194;0.827320442;41.36602209;5.442897643;0.087788672;1.549;9.26691827;463.3459135;53.81485639;0.867981555;1.75;3.676127079;183.8063539;21.34800859;0.344322719
Canar;2000;Piornal;Sur;39;Control;0;23/04/2024;24/06/2024;62;1;8.4;0.131;0.434925856;21.74629282;2.588844383;0.041755555;0.899;5.215288464;260.7644232;38.12345368;0.614894414;1.41;0.623766524;31.18832618;4.55969681;0.073543497
Canar;2000;Piornal;Sur;39;Control;0;23/04/2024;24/06/2024;62;2;8;0.15;0.550775686;27.53878431;3.442348039;0.055521743;1.468;8.761165249;438.0582624;54.75728281;0.883181981;1.56;1.93830852;96.91542602;12.11442825;0.195394004
Canar;2000;Piornal;Sur;39;Control;0;23/04/2024;24/06/2024;62;3;7.4;0.1;0.243918968;12.19594841;1.648101137;0.026582276;1.91;11.51415583;575.7077916;70.46606996;1.136549516;1.53;1.675996285;83.79981426;10.25701521;0.165435729
Canar;2000;Piornal;Sur;35;Refugio;0;23/04/2024;24/06/2024;62;1;8.2;0.154;0.580257184;29.01285921;3.538153562;0.057066993;1.599;9.576266382;478.8133191;57.00158561;0.919380413;1.87;4.740280124;237.0140062;28.21595312;0.455096018
Canar;2000;Piornal;Sur;35;Refugio;0;23/04/2024;24/06/2024;62;2;7.6;0.144;0.516934249;25.84671243;3.400883214;0.054852955;1.731;10.40205975;520.1029875;65.01287343;1.048594733;2.38;9.238338793;461.9169397;57.73961746;0.931284153
Canar;2000;Piornal;Sur;35;Refugio;0;23/04/2024;24/06/2024;62;3;;;;;;;0.996;5.819451556;290.9725778;40.41285803;0.651820291;1.5;1.368971737;68.44858686;9.506748175;0.153334648
Canar;2000;Piornal;Sur;36;Control;0;23/04/2024;24/06/2024;62;1;8.4;0.125;0.397554943;19.87774717;2.366398473;0.038167717;1.332;7.91533692;395.766846;50.80447317;0.819426987;1.63;2.555338437;127.7669219;16.40140204;0.264538743
Canar;2000;Piornal;Sur;36;Control;0;23/04/2024;24/06/2024;62;2;7.2;0.13;0.428697371;21.43486854;2.977065075;0.048017179;0.891;5.170650985;258.5325492;30.77768443;0.496414265;1.57;2.009848221;100.492411;11.96338227;0.192957779
Canar;2000;Piornal;Sur;36;Control;0;23/04/2024;24/06/2024;62;3;8.4;0.162;0.625932744;31.29663722;3.725790146;0.060093389;1.173;6.925007729;346.2503864;46.72744756;0.753668509;1.47;1.166275919;58.31379596;7.869608091;0.126929163
Canar;2000;Piornal;Sur;37;Refugio;0;23/04/2024;24/06/2024;62;1;7.22;0.132;0.43907818;21.953909;3.040707618;0.049043671;1.503;8.980407938;449.0203969;59.08163117;0.952929535;1.57;2.0068674;100.34337;13.203075;0.212952823
Canar;2000;Piornal;Sur;37;Refugio;0;23/04/2024;24/06/2024;62;2;7.79;0.163;0.636313554;31.81567768;4.08416915;0.065873696;1.841;11.08563603;554.2818015;67.59534165;1.090247446;1.7;3.239436823;161.9718412;19.75266356;0.318591348
Canar;2000;Piornal;Sur;37;Refugio;0;23/04/2024;24/06/2024;62;3;7.2;0.131;0.434925856;21.74629282;3.020318447;0.048714814;1.86;11.20086301;560.0431506;75.57937255;1.219022138;1.55;1.845903074;92.2951537;12.45548633;0.200894941
Canar;2000;Piornal;Sur;38;Control;0;23/04/2024;24/06/2024;62;1;8.2;0.13;0.426621209;21.33106045;2.601348835;0.041957239;1.809;10.88424833;544.2124167;73.44297121;1.184564052;1.46;1.076851294;53.84256468;7.26620306;0.117196824
Canar;2000;Piornal;Sur;38;Control;0;23/04/2024;24/06/2024;62;2;7.02;0.138;0.476449093;23.82245464;3.393512058;0.054734065;1.964;11.85381591;592.6907953;74.08634942;1.19494112;1.47;1.109640323;55.48201615;6.935252018;0.111858904
Canar;2000;Piornal;Sur;38;Control;0;23/04/2024;24/06/2024;62;3;7.22;0.143;0.50759152;25.37957601;3.515176733;0.056696399;1.857;11.1865375;559.3268748;73.59564142;1.187026474;1.49;1.285508753;64.27543767;8.45729443;0.136407975
Finana;1500;Encinar;Norte;Collar_1-3;Control;0.054205783;11/04/2024;04/06/2024;54;1;9.6;0.173;0.694446085;34.72230424;3.616906691;0.066979754;0.964;5.625330425;281.2665212;30.04984201;0.556478556;1.69;3.130636862;156.5318431;16.72348751;0.309694213
Finana;1500;Encinar;Norte;Collar_1-3;Control;0.054205783;11/04/2024;04/06/2024;54;2;8.8;0.451;2.428041211;121.4020605;13.7956887;0.255475717;0.706;4.013190766;200.6595383;25.08244229;0.464489672;1.83;4.325946025;216.2973012;27.03716266;0.500688197
Finana;1500;Encinar;Norte;Collar_1-3;Control;0.054205783;11/04/2024;04/06/2024;54;3;9.45;0.193;0.819015794;40.95078972;4.333416902;0.080248461;0.603;3.371656761;168.5828381;18.68989335;0.346109136;1.65;2.737168509;136.8584255;15.17277444;0.280977305
Finana;1500;Encinar;Norte;Collar_4-6;Refugio;0.093623552;11/04/2024;04/06/2024;54;1;7.56;0.144;0.517972329;25.89861647;3.425742919;0.063439684;1.69;10.14513472;507.2567361;54.19409574;1.003594366;1.86;4.632970573;231.6485286;24.74877443;0.458310638
Finana;1500;Encinar;Norte;Collar_4-6;Refugio;0.093623552;11/04/2024;04/06/2024;54;2;6.48;0.163;0.636313554;31.81567768;4.909826802;0.090922719;0.482;2.621124261;131.056213;20.22472423;0.37453193;1.78;3.908631105;195.4315553;30.15919063;0.55850353
Finana;1500;Encinar;Norte;Collar_4-6;Refugio;0.093623552;11/04/2024;04/06/2024;54;3;8.6;0.157;0.596866479;29.84332394;3.470153947;0.06426211;0.64;3.605224967;180.2612483;22.58912886;0.418317201;1.54;1.747535986;87.37679929;10.9494736;0.20276803
Finana;1500;Encinar;Norte;Collar_7-9;Control;0;11/04/2024;04/06/2024;54;1;9.6;0.147;0.534581624;26.7290812;2.784279292;0.051560728;1.907;11.49671607;574.8358036;80.50921619;1.490911411;1.67;2.963710894;148.1855447;20.75427797;0.384338481
Finana;1500;Encinar;Norte;Collar_7-9;Control;0;11/04/2024;04/06/2024;54;2;6.48;0.148;0.542886271;27.14431357;4.188937279;0.077572913;2.023;12.21610615;610.8053073;89.29902153;1.653685584;1.6;2.322834411;116.1417205;16.9797837;0.314440439
Finana;1500;Encinar;Norte;Collar_7-9;Control;0;11/04/2024;04/06/2024;54;3;8.32;0.139;0.482677578;24.13387892;2.900706601;0.053716789;0.771;4.423232727;221.1616363;22.89457933;0.423973691;1.54;1.777344194;88.86720972;9.199504111;0.170361187
Finana;1500;Encinar;Norte;Collar_10-12;Refugio;0.140077942;11/04/2024;04/06/2024;54;1;6.84;0.142;0.501363035;25.06815174;3.664934465;0.067869157;0.819;4.720123868;236.0061934;36.42070886;0.674457572;1.7;3.181310817;159.0655408;24.54715136;0.454576877
Finana;1500;Encinar;Norte;Collar_10-12;Refugio;0.140077942;11/04/2024;04/06/2024;54;2;9.6;0.161;0.623856583;31.19282913;3.249253034;0.060171352;1.406;8.376244846;418.8122423;46.53469359;0.861753585;1.8;4.051710506;202.5855253;22.50950281;0.416842645
Finana;1500;Encinar;Norte;Collar_10-12;Refugio;0.140077942;11/04/2024;04/06/2024;54;3;8;0.144;0.517972329;25.89861647;3.237327059;0.059950501;1.209;7.149233206;357.4616603;43.80657602;0.811232889;1.82;4.230559758;211.5279879;25.92254753;0.480047177
Finana;1500;Encinar;Norte;Collar_13-15;Control;0;11/04/2024;04/06/2024;54;1;9.45;0.158;0.603094964;30.15474822;3.190978647;0.059092197;1.112;6.541955872;327.0977936;38.43687351;0.711793954;1.71;3.29756283;164.8781415;19.37463472;0.358789532
Finana;1500;Encinar;Norte;Collar_13-15;Control;0;11/04/2024;04/06/2024;54;2;7.6;0.146;0.5304293;26.52146502;3.48966645;0.064623453;0.711;4.047447436;202.3723718;25.94517587;0.48046622;1.68;2.996499924;149.8249962;19.20833284;0.355709868
Finana;1500;Encinar;Norte;Collar_13-15;Control;0;11/04/2024;04/06/2024;54;3;8;0.129;0.424545047;21.22725236;2.653406545;0.049137158;0.999;5.839694133;291.9847067;37.43393675;0.693221051;1.72;3.384006635;169.2003317;21.69235022;0.401710189
Finana;1500;Encinar;Norte;Collar_16-18;Refugio;0.089204767;11/04/2024;04/06/2024;54;1;7.6;0.34;1.73460316;86.73015801;11.4118629;0.211330794;1.476;8.809124587;440.4562294;57.95476702;1.073236426;1.83;4.376619979;218.830999;28.7935525;0.533213935
Finana;1500;Encinar;Norte;Collar_16-18;Refugio;0.089204767;11/04/2024;04/06/2024;54;2;6.63;0.142;0.505515359;25.27576792;3.81233302;0.07059876;0.657;3.707994977;185.3997489;24.3947038;0.451753774;1.75;3.679107899;183.955395;24.20465723;0.448234393
Finana;1500;Encinar;Norte;Collar_16-18;Refugio;0.089204767;11/04/2024;04/06/2024;54;3;6.48;0.129;0.422468885;21.12344427;3.259790782;0.060366496;0.875;5.066842893;253.3421447;36.34750999;0.673102037;1.62;2.442067245;122.1033622;17.51841639;0.324415118
Hortichuela;1300;Robledal;Norte;29;Control;0.489934459;18/04/2024;11/06/2024;54;1;8.58;0.183;0.75673094;37.83654698;4.40985396;0.081663962;0.907;5.26823059;263.4115295;30.70064447;0.568530453;1.43;0.817519879;40.87599396;4.76410186;0.088224109
Hortichuela;1300;Robledal;Norte;29;Control;0.489934459;18/04/2024;11/06/2024;54;2;8.8;0.171;0.681989114;34.09945569;3.874938147;0.071758114;1.599;9.578342544;478.9171272;55.62335972;1.030062217;1.42;0.662517195;33.12585974;3.847370469;0.071247601
Hortichuela;1300;Robledal;Norte;29;Control;0.489934459;18/04/2024;11/06/2024;54;3;8;0.183;0.760883263;38.04416316;4.755520395;0.088065193;1.608;9.632322752;481.6161376;64.99543017;1.203619077;1.33;-0.082688019;-4.134400943;-0.557948845;-0.010332386
Hortichuela;1300;Robledal;Norte;30;Refugio;0.790612937;18/04/2024;11/06/2024;54;1;8.4;0.18;0.737007402;36.85037011;4.386948823;0.081239793;1.493;8.916046921;445.8023461;57.15414693;1.058410128;1.42;0.734056895;36.70284476;4.705492918;0.087138758
Hortichuela;1300;Robledal;Norte;30;Refugio;0.790612937;18/04/2024;11/06/2024;54;2;7.8;0.166;0.650846686;32.54233432;4.172094143;0.077261003;1.802;10.84480126;542.2400629;67.78000787;1.255185331;1.37;0.22731735;11.3658675;1.420733437;0.026309878
Hortichuela;1300;Robledal;Norte;30;Refugio;0.790612937;18/04/2024;11/06/2024;54;3;7.79;0.24;1.115076471;55.75382355;7.157101868;0.132538924;1.797;10.81158267;540.5791335;64.66257578;1.197455107;1.42;0.692325403;34.61627016;4.140702173;0.07667967
Hortichuela;1300;Robledal;Norte;31;Control;0.051828675;18/04/2024;11/06/2024;54;1;8;0.139;0.485999437;24.29997186;3.037496483;0.056249935;1.457;8.692340484;434.6170242;60.36347559;1.11784214;1.42;0.683382941;34.16914704;4.745714866;0.087883609
Hortichuela;1300;Robledal;Norte;31;Control;0.051828675;18/04/2024;11/06/2024;54;2;8.8;0.145;0.520048491;26.00242456;2.954820973;0.054718907;1.395;8.305655344;415.2827672;48.23260943;0.893196471;1.4;0.555207644;27.7603822;3.224202346;0.059707451
Hortichuela;1300;Robledal;Norte;31;Control;0.051828675;18/04/2024;11/06/2024;54;3;8;0.155;0.581295265;29.06476326;3.633095407;0.067279545;1.699;10.20326725;510.1633627;61.61393269;1.140998754;1.31;-0.306249583;-15.31247915;-1.84933323;-0.034246912
Hortichuela;1300;Robledal;Norte;32;Refugio;0.673286027;18/04/2024;11/06/2024;54;1;7.8;0.155;0.582333346;29.1166673;3.732906065;0.06912789;1.471;8.779020241;438.951012;56.27577077;1.042143903;1.35;0.084237949;4.211897449;0.539986853;0.009999757
Hortichuela;1300;Robledal;Norte;32;Refugio;0.673286027;18/04/2024;11/06/2024;54;2;7.8;0.16;0.617628097;30.88140486;3.959154469;0.073317675;0.797;4.58185149;229.0925745;31.73027348;0.587597657;1.25;-0.830874053;-41.54370267;-5.753975439;-0.106555101
Hortichuela;1300;Robledal;Norte;32;Refugio;0.673286027;18/04/2024;11/06/2024;54;3;8;0.163;0.635483089;31.77415444;3.971769305;0.073551283;1.617;9.690455283;484.5227641;63.75299528;1.180611024;1.31;-0.258556449;-12.92782246;-1.701029272;-0.031500542
Hortichuela;1300;Robledal;Norte;33;Control;0.264723466;18/04/2024;11/06/2024;54;1;8;0.156;0.588561832;29.42809158;3.678511447;0.068120582;1.405;8.367940199;418.3970099;53.6406423;0.993345228;1.34;-0.049898989;-2.494949473;-0.319865317;-0.005923432
Hortichuela;1300;Robledal;Norte;33;Control;0.264723466;18/04/2024;11/06/2024;54;2;7.8;0.222;1.003794197;50.18970985;6.434578186;0.119158855;1.179;6.962378642;348.1189321;39.46926668;0.730912346;1.45;0.978484205;48.92421027;5.546962615;0.10272153
Hortichuela;1300;Robledal;Norte;65;Refugio;0.664800287;18/04/2024;11/06/2024;54;1;7.8;0.151;0.559495566;27.9747783;3.586510038;0.066416853;1.478;8.826771963;441.3385981;61.29702752;1.135130139;1.41;0.585015853;29.25079263;4.062610087;0.07523352
Hortichuela;1300;Robledal;Norte;65;Refugio;0.664800287;18/04/2024;11/06/2024;54;2;7.41;0.171;0.684065276;34.20326378;4.615825072;0.085478242;1.378;8.203923414;410.1961707;48.83287747;0.904312546;1.52;1.601475764;80.07378819;9.532593833;0.176529515
Hortichuela;1300;Robledal;Norte;65;Refugio;0.664800287;18/04/2024;11/06/2024;54;3;7.41;0.215;0.960194799;48.00973993;6.479047224;0.119982356;1.163;6.860646712;343.0323356;43.31216359;0.802077104;1.68;3.035250595;151.7625297;19.16193557;0.354850659
Nacimiento;1200;Pinar_ha;Norte;Collar_1-4;Refugio;0.544344462;11/04/2024;04/06/2024;54;1;9.36;0.195;0.835625089;41.78125445;4.463809236;0.082663134;1.53;9.150134167;457.5067084;42.99875079;0.796273163;1.58;2.120138593;106.0069296;9.963057296;0.184501061
Nacimiento;1200;Pinar_ha;Norte;Collar_1-4;Refugio;0.544344462;11/04/2024;04/06/2024;54;2;9.2;0.186;0.777492558;38.87462789;4.225503032;0.078250056;1.749;10.50950112;525.4750562;59.17511894;1.095835536;1.46;1.008292414;50.41462069;5.67732215;0.105135595
Nacimiento;1200;Pinar_ha;Norte;Collar_1-4;Refugio;0.544344462;11/04/2024;04/06/2024;54;3;12;0.214;0.94981399;47.49069948;3.95755829;0.073288116;1.53;9.146500884;457.3250442;45.36954804;0.840176816;1.55;1.860807178;93.04035891;9.230194336;0.170929525
Nacimiento;1200;Pinar_ha;Norte;Collar_5-8;Control;0.730136627;11/04/2024;04/06/2024;54;1;7.59;0.205;0.895833782;44.7916891;5.901408314;0.109285339;1.691;10.15136321;507.5681604;57.15857662;1.05849216;1.66;2.80870821;140.4354105;15.81479848;0.292866639
Nacimiento;1200;Pinar_ha;Norte;Collar_5-8;Control;0.730136627;11/04/2024;04/06/2024;54;2;8.97;0.195;0.831472765;41.57363827;4.634742282;0.085828561;1.346;8.000978596;400.0489298;46.62574939;0.863439804;1.67;2.924960223;146.2480112;17.04522275;0.315652273
Nacimiento;1200;Pinar_ha;Norte;Collar_5-8;Control;0.730136627;11/04/2024;04/06/2024;54;3;10.5;0.214;0.951890151;47.59450757;4.532810244;0.08394093;1.411;8.408425354;420.4212677;52.55265846;0.973197379;1.61;2.382450828;119.1225414;14.89031767;0.275746624
Nacimiento;1200;Pinar_ha;Norte;Collar_9-12;Refugio;0.344418743;11/04/2024;04/06/2024;54;1;10;0.19;0.8024065;40.12032499;4.012032499;0.074296898;1.812;10.90500995;545.2504976;51.92861882;0.961641089;1.6;2.334757694;116.7378847;11.11789378;0.205886922
Nacimiento;1200;Pinar_ha;Norte;Collar_9-12;Refugio;0.344418743;11/04/2024;04/06/2024;54;2;9.84;0.189;0.798254176;39.91270881;4.056169594;0.075114252;1.895;11.42405041;571.2025204;53.58372612;0.992291224;1.34;-0.064803094;-3.240154687;-0.303954473;-0.005628787
Nacimiento;1200;Pinar_ha;Norte;Collar_9-12;Refugio;0.344418743;11/04/2024;04/06/2024;54;3;10;0.177;0.72351235;36.17561752;3.617561752;0.066991884;1.879;11.32231848;566.115924;54.43422346;1.008041175;1.59;2.200620756;110.0310378;10.57990748;0.195924213
Nacimiento;1200;Pinar_ha;Norte;Collar_13-16;Control;0.644406257;11/04/2024;04/06/2024;54;1;8.28;0.18;0.742197807;37.10989034;4.481870814;0.082997608;1.68;10.07973563;503.9867813;62.99834766;1.166636068;1.65;2.734187689;136.7093844;17.08867305;0.316456908
