Parcela;Cota;Ecosistema;Orientacion;Microestacion;Tratamiento;Cobertura_arborea;Fecha_instalación;Fecha_recogida;Dias_campo;Muestra;Superficie_lámina (cm2);Absorb_NH4;ppm N-NH4;µg resina-1 NH4;µg cm-2 NH4;NH4;Absorb_NO3;ppm N-NO3;µg resina-1 NO3;µg cm-2 NO3;NO3;Absorb_PO4;ppm N-PO4;µg resina-1 PO4;µg cm-2 PO4;PO4
Nacimiento;1200;Pinar_ha;Norte;Collar_13-16;Control;0.644406257;11/04/2024;04/06/2024;54;2;8.61;0.193;0.821091956;41.05459781;4.768245971;0.088300851;1.507;9.00231886;450.115943;53.58523131;0.992319098;1.6;2.313891948;115.6945974;13.77316636;0.255058636
Nacimiento;1200;Pinar_ha;Norte;Collar_13-16;Control;0.644406257;11/04/2024;04/06/2024;54;3;9.36;0.207;0.910366915;45.51834574;4.863071126;0.090056873;1.737;10.4399497;521.9974851;57.23656635;1.059936414;1.46;1.079832114;53.99160572;5.920132206;0.109632078
Nacimiento;1200;Pinar_ha;Norte;Collar_17-20;Refugio;0.316406647;11/04/2024;04/06/2024;54;1;9.68;0.194;0.829396604;41.46983018;4.284073365;0.079334692;1.686;10.11814462;505.907231;48.18164104;0.892252612;1.62;2.49572202;124.786101;11.88439057;0.220081307
Nacimiento;1200;Pinar_ha;Norte;Collar_17-20;Refugio;0.316406647;11/04/2024;04/06/2024;54;2;9.5;0.196;0.837701251;41.88506254;4.408953952;0.081647295;0.799;4.595554158;229.7777079;24.18712715;0.447909762;1.74;3.521124394;176.0562197;18.53223365;0.343189512
Nacimiento;1200;Pinar_ha;Norte;Collar_17-20;Refugio;0.316406647;11/04/2024;04/06/2024;54;3;8.58;0.176;0.713131541;35.65657706;4.155778212;0.076958856;1.508;9.012796062;450.6398031;56.32997539;1.043147692;1.64;2.614954854;130.7477427;16.34346784;0.302656812
Nacimiento;1200;Pinar_ha;Norte;Collar_21-24;Control;0.542004918;11/04/2024;04/06/2024;54;1;9;0.185;0.771264072;38.56320362;4.284800402;0.079348156;1.39;8.2781462;413.90731;45.88772838;0.849772748;1.7;3.151502608;157.5751304;17.46952665;0.323509753
Nacimiento;1200;Pinar_ha;Norte;Collar_21-24;Control;0.542004918;11/04/2024;04/06/2024;54;2;10.29;0.2;0.866767516;43.33837582;4.211698331;0.077994414;1.524;9.10809189;455.4045945;59.92165717;1.109660318;1.74;3.592664095;179.6332047;23.63594799;0.437702741
Nacimiento;1200;Pinar_ha;Norte;Collar_21-24;Control;0.542004918;11/04/2024;04/06/2024;54;3;8.58;0.199;0.860539031;43.02695155;5.014796218;0.092866597;1.35;8.024335416;401.2167708;45.59281487;0.844311386;1.67;2.892171194;144.6085597;16.43279087;0.304310942
Portugos;1700;Pinar_sy;Sur;Collar_1-4;Refugio;0.713809552;24/04/2024;25/06/2024;62;1;7.41;0.148;0.538733948;26.93669738;3.635181833;0.058631965;1.63;9.768311351;488.4155676;61.05194595;0.984708806;1.98;5.723951006;286.1975503;35.77469379;0.57701119
Portugos;1700;Pinar_sy;Sur;Collar_1-4;Refugio;0.713809552;24/04/2024;25/06/2024;62;2;8;0.366;1.900696106;95.03480532;11.87935067;0.19160243;1.774;10.66708181;533.3540903;65.12259955;1.050364509;1.96;5.548082575;277.4041288;33.87107799;0.54630771
Portugos;1700;Pinar_sy;Sur;Collar_1-4;Refugio;0.713809552;24/04/2024;25/06/2024;62;3;9.02;0.149;0.547038595;27.35192975;3.032364717;0.048909108;1.34;7.963607683;398.1803841;67.60278169;1.090367447;1.74;3.586702453;179.3351226;30.44738924;0.491086923
Portugos;1700;Pinar_sy;Sur;Collar_5-8;Control;0.825429393;24/04/2024;25/06/2024;62;1;9;0.18;0.740121645;37.00608225;4.111786916;0.066319144;1.842;11.09186452;554.5932258;76.81346618;1.238926874;1.78;3.887765359;194.388268;26.92358282;0.434251336
Portugos;1700;Pinar_sy;Sur;Collar_5-8;Control;0.825429393;24/04/2024;25/06/2024;62;2;9.24;0.134;0.451535151;22.57675755;2.443372029;0.039409226;1.592;9.534743146;476.7371573;76.89308989;1.240211127;1.64;2.683513734;134.1756867;21.64123979;0.349052255
Portugos;1700;Pinar_sy;Sur;Collar_5-8;Control;0.825429393;24/04/2024;25/06/2024;62;3;10.12;0.301;1.491692226;74.58461132;7.370020882;0.118871305;1.602;9.597028001;479.8514;43.46480073;0.701045173;1.74;3.589683274;179.4841637;16.25762352;0.262219734
Portugos;1700;Pinar_sy;Sur;Collar_9-12;Refugio;0.836731897;24/04/2024;25/06/2024;62;1;8.61;0.145;0.524200815;26.21004075;3.044139459;0.049099024;1.763;10.59669992;529.834996;63.07559476;1.017348303;1.66;2.862362985;143.1181493;17.03787491;0.274804434
Portugos;1700;Pinar_sy;Sur;Collar_9-12;Refugio;0.836731897;24/04/2024;25/06/2024;62;2;7.8;0.152;0.567800213;28.39001066;3.639744957;0.058705564;2.07;12.50884496;625.4422482;102.8687908;1.659174045;1.74;3.562855886;178.1427943;29.2998017;0.472577447
Portugos;1700;Pinar_sy;Sur;Collar_9-12;Refugio;0.836731897;24/04/2024;25/06/2024;62;3;7.6;0.136;0.466068284;23.30341419;3.066238709;0.049455463;1.809;10.88321025;544.1605126;66.36103813;1.070339325;1.72;3.378044993;168.9022497;20.59783532;0.33222315
Portugos;1700;Pinar_sy;Sur;Collar_13-16;Control;0.839677225;24/04/2024;25/06/2024;62;1;6.2;0.125;0.395478782;19.77393908;3.189345013;0.051441049;1.66;9.956203997;497.8101998;60.70856096;0.979170338;1.68;3.011404028;150.5702014;18.36221968;0.296164834
Portugos;1700;Pinar_sy;Sur;Collar_13-16;Control;0.839677225;24/04/2024;25/06/2024;62;2;7.22;0.152;0.56364789;28.18239448;3.903378737;0.062957722;1.064;6.246102811;312.3051406;41.09278165;0.662786801;1.71;3.288620368;164.4310184;21.63566031;0.348962263
Portugos;1700;Pinar_sy;Sur;Collar_13-16;Control;0.839677225;24/04/2024;25/06/2024;62;3;7.74;0.129;0.422468885;21.12344427;2.729127166;0.04401818;1.527;9.127815428;456.3907714;51.86258766;0.836493349;1.68;2.996499924;149.8249962;17.02556775;0.274605931
Portugos;1700;Pinar_sy;Sur;Collar_17-20;Refugio;0.644618943;24/04/2024;25/06/2024;62;1;9;0.211;0.933204695;46.66023474;5.184470527;0.083620492;1.637;9.813779295;490.6889648;61.3361206;0.989292268;1.52;1.55378263;77.68913151;9.711141439;0.156631314
Portugos;1700;Pinar_sy;Sur;Collar_17-20;Refugio;0.644618943;24/04/2024;25/06/2024;62;2;8;0.211;0.931128533;46.55642665;5.819553332;0.093863763;1.478;8.826771963;441.3385981;56.58187156;0.912610832;1.7;3.234965592;161.7482796;20.73695892;0.334467079
Portugos;1700;Pinar_sy;Sur;Collar_17-20;Refugio;0.644618943;24/04/2024;25/06/2024;62;3;7.8;0.169;0.669532143;33.47660714;4.29187271;0.069223753;1.14;6.719467708;335.9733854;54.18925571;0.874020253;1.43;0.816029469;40.80147344;6.580882813;0.106143271
Portugos;1700;Pinar_sy;Sur;Collar_21-24;Control;0.866560818;24/04/2024;25/06/2024;62;1;9.02;0.179;0.731816998;36.59084988;4.056635242;0.065429601;1.411;8.406141576;420.3070788;58.86653765;0.949460285;1.46;1.032138981;51.60694903;7.227864011;0.116578452
Portugos;1700;Pinar_sy;Sur;Collar_21-24;Control;0.866560818;24/04/2024;25/06/2024;62;2;7.2;0.136;0.466068284;23.30341419;3.236585304;0.052202989;1.399;8.329531205;416.4765602;59.32714533;0.956889441;1.5;1.422626513;71.13132563;10.13266747;0.163430121
Portugos;1700;Pinar_sy;Sur;Collar_21-24;Control;0.866560818;24/04/2024;25/06/2024;62;3;8.61;0.15;0.551190919;27.55954593;3.200876415;0.051627039;1.64;9.831634287;491.5817144;63.02329671;1.016504786;1.36;0.197509142;9.875457073;1.26608424;0.020420714
SanJuan;2300;Enebral;Norte;46;Control;;15/05/2024;17/07/2024;63;1;9.68;0.223;1.005870359;50.29351794;5.195611358;0.082470022;1.932;11.64931397;582.4656983;53.88211826;0.855271718;1.96;5.497408621;274.870431;25.42742193;0.403609872
SanJuan;2300;Enebral;Norte;46;Control;;15/05/2024;17/07/2024;63;2;11.18;0.215;0.960194799;48.00973993;4.29425223;0.068162734;1.654;9.917795003;495.8897501;47.0930437;0.74750863;1.5;1.428588154;71.42940772;6.783419536;0.107673326
SanJuan;2300;Enebral;Norte;46;Control;;15/05/2024;17/07/2024;63;3;10.4;0.188;0.789949529;39.49747644;3.797834273;0.060283084;1.037;6.077933703;303.8966852;32.22658379;0.511533076;1.74;3.516653163;175.8326581;18.64609312;0.295969732
SanJuan;2300;Enebral;Norte;47;Refugio;;15/05/2024;17/07/2024;63;1;9.6;0.196;0.841853575;42.09267872;4.384654034;0.069597683;1.525;9.114320376;455.7160188;71.20562794;1.130248062;2.06;6.430405548;321.5202774;50.23754334;0.797421323
SanJuan;2300;Enebral;Norte;47;Refugio;;15/05/2024;17/07/2024;63;2;10.35;0.175;0.711055379;35.55276897;3.435050142;0.054524605;1.042;6.109076131;305.4538065;47.28387098;0.750537635;1.96;5.506351083;275.3175542;42.61881643;0.67648915
SanJuan;2300;Enebral;Norte;47;Refugio;;15/05/2024;17/07/2024;63;3;7.41;0.15;0.551190919;27.55954593;3.719236968;0.059035507;1.682;10.0921926;504.6096298;50.46096298;0.800967666;1.7;3.22900395;161.4501975;16.14501975;0.256270155
