Parcela;Cota;Ecosistema;Orientacion;Fecha_siembra;Fecha_revision;Microestacion;Protector;Tratamiento;Cobertura_arborea;Vivo;Muerto
Canar;1900;Robledal;Sur;20230615;20240917;59;3;Refugio;0.600574463;;
Canar;1900;Piornal;Sur;20230615;20240917;63;1;Refugio;0;;
Canar;1900;Piornal;Sur;20230615;20240917;63;2;Refugio;0;;
Canar;1900;Piornal;Sur;20230615;20240917;63;3;Refugio;0;;
Canar;1900;Robledal;Sur;20230615;20240917;61;1;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20240917;61;2;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20240917;61;3;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20240917;62;1;Refugio;0.592024705;1;
Canar;1900;Robledal;Sur;20230615;20240917;62;2;Refugio;0.592024705;;
Canar;1900;Robledal;Sur;20230615;20240917;62;3;Refugio;0.592024705;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_1-3;1;Control;0.054205783;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_1-3;2;Control;0.054205783;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_1-3;3;Control;0.054205783;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_4-6;1;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_4-6;2;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_4-6;3;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_7-9;1;Control;0;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_7-9;2;Control;0;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_7-9;3;Control;0;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_10-12;1;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_10-12;2;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_10-12;3;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_13-15;1;Control;0;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_13-15;2;Control;0;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_13-15;3;Control;0;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_16-18;1;Refugio;0.089204767;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_16-18;2;Refugio;0.089204767;;
Finana;1500;Encinar;Norte;20230407;20240930;Collar_16-18;3;Refugio;0.089204767;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_1-4;1;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_1-4;2;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_1-4;3;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_5-8;1;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_5-8;2;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_5-8;3;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_9-12;1;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_9-12;2;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_9-12;3;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_13-16;1;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_13-16;2;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_13-16;3;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_17-20;1;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_17-20;2;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_17-20;3;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_21-24;1;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_21-24;2;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20240930;Collar_21-24;3;Control;0.542004918;;
Camarate;1700;Robledal;Norte;20230622;20241001;6;1;Refugio;0.356924881;1;
Camarate;1700;Robledal;Norte;20230622;20241001;6;2;Refugio;0.356924881;;
Camarate;1700;Robledal;Norte;20230622;20241001;6;3;Refugio;0.356924881;;
Camarate;1700;Robledal;Norte;20230622;20241001;67;1;Control;0.468103477;;
Camarate;1700;Robledal;Norte;20230622;20241001;67;2;Control;0.468103477;;
Camarate;1700;Robledal;Norte;20230622;20241001;67;3;Control;0.468103477;;
Camarate;1700;Robledal;Norte;20230622;20241001;66;1;Refugio;0.583936825;;
Camarate;1700;Robledal;Norte;20230622;20241001;66;2;Refugio;0.583936825;;
Camarate;1700;Robledal;Norte;20230622;20241001;66;3;Refugio;0.583936825;;
Camarate;1700;Robledal;Norte;20230622;20241001;5;1;Control;0.435913851;1;
Camarate;1700;Robledal;Norte;20230622;20241001;5;2;Control;0.435913851;;
Camarate;1700;Robledal;Norte;20230622;20241001;5;3;Control;0.435913851;;
Camarate;1700;Robledal;Norte;20230622;20241001;4;1;Refugio;0.328830249;;
Camarate;1700;Robledal;Norte;20230622;20241001;4;2;Refugio;0.328830249;1;
Camarate;1700;Robledal;Norte;20230622;20241001;4;3;Refugio;0.328830249;;
Camarate;1700;Robledal;Norte;20230622;20241001;1;1;Control;0.433905504;;
Camarate;1700;Robledal;Norte;20230622;20241001;1;2;Control;0.433905504;;
Camarate;1700;Robledal;Norte;20230622;20241001;1;3;Control;0.433905504;;
Camarate;1500;Encinar;Norte;20230622;20241001;40;1;Refugio;0.359531075;;
Camarate;1500;Encinar;Norte;20230622;20241001;40;2;Refugio;0.359531075;;
Camarate;1500;Encinar;Norte;20230622;20241001;40;3;Refugio;0.359531075;;
Camarate;1500;Encinar;Norte;20230622;20241001;41;1;Control;0.059943538;;
Camarate;1500;Encinar;Norte;20230622;20241001;41;2;Control;0.059943538;;
Camarate;1500;Encinar;Norte;20230622;20241001;41;3;Control;0.059943538;;
Camarate;1500;Encinar;Norte;20230622;20241001;43;1;Control;0.20510848;;
Camarate;1500;Encinar;Norte;20230622;20241001;43;2;Control;0.20510848;;
Camarate;1500;Encinar;Norte;20230622;20241001;43;3;Control;0.20510848;;
Camarate;1500;Encinar;Norte;20230622;20241001;42;1;Refugio;0.629552111;;
Camarate;1500;Encinar;Norte;20230622;20241001;42;2;Refugio;0.629552111;;
Camarate;1500;Encinar;Norte;20230622;20241001;42;3;Refugio;0.629552111;;
Camarate;1500;Encinar;Norte;20230622;20241001;44;1;Control;0.10444143;;
Camarate;1500;Encinar;Norte;20230622;20241001;44;2;Control;0.10444143;;
Camarate;1500;Encinar;Norte;20230622;20241001;44;3;Control;0.10444143;;
Camarate;1500;Encinar;Norte;20230622;20241001;45;1;Refugio;0.554234881;;
Camarate;1500;Encinar;Norte;20230622;20241001;45;2;Refugio;0.554234881;;
Camarate;1500;Encinar;Norte;20230622;20241001;45;3;Refugio;0.554234881;;
Camarate;1900;Robledal;Norte;20230630;20241003;20;1;Control;0.010985592;1;
Camarate;1900;Robledal;Norte;20230630;20241003;20;2;Control;0.010985592;;
Camarate;1900;Robledal;Norte;20230630;20241003;20;3;Control;0.010985592;;
Camarate;1900;Robledal;Norte;20230630;20241003;21;1;Refugio;0.958735779;1;
Camarate;1900;Robledal;Norte;20230630;20241003;21;2;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20241003;21;3;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20241003;14;1;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20241003;14;2;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20241003;14;3;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20241003;17;1;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20241003;17;2;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20241003;17;3;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20241003;18;1;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20241003;18;2;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20241003;18;3;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20241003;19;1;Control;0.136283987;;
Camarate;1900;Robledal;Norte;20230630;20241003;19;2;Control;0.136283987;;
Camarate;1900;Robledal;Norte;20230630;20241003;19;3;Control;0.136283987;;
Camarate;2200;Piornal;Norte;20230621;20241003;22;1;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;22;2;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;22;3;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;23;1;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;23;2;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;23;3;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;24;1;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;24;2;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;24;3;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;25;1;Refugio;0;1;
Camarate;2200;Piornal;Norte;20230621;20241003;25;2;Refugio;0;2;
Camarate;2200;Piornal;Norte;20230621;20241003;25;3;Refugio;0;2;
Camarate;2200;Piornal;Norte;20230621;20241003;26;1;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;26;2;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;26;3;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;27;1;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;27;2;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20241003;27;3;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;46;1;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;46;2;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;46;3;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;46;1;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;46;2;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;46;3;Control;0;2;
SanJuan;2300;Enebral;Norte;20230419;20241007;47;1;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;47;2;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;47;3;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;47;1;Refugio;0;1;
SanJuan;2300;Enebral;Norte;20230419;20241007;47;2;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20241007;47;3;Refugio;0;2;
Hortichuela;1300;Robledal;Norte;20230620;20241007;65;1;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;65;2;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;65;3;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;29;1;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;29;2;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;29;3;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;31;1;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;31;2;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;31;3;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;30;1;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;30;2;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;30;3;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;33;1;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;33;2;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;33;3;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;32;1;Refugio;0.673286027;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;32;2;Refugio;0.673286027;;
Hortichuela;1300;Robledal;Norte;20230620;20241007;32;3;Refugio;0.673286027;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_1-4;1;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_1-4;2;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_1-4;3;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_5-8;1;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_5-8;2;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_5-8;3;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_9-12;1;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_9-12;2;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_9-12;3;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_13-16;1;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_13-16;2;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_13-16;3;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_17-20;1;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_17-20;2;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_17-20;3;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_21-24;1;Control;0.866560818;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_21-24;2;Control;0.866560818;;
Portugos;1700;Pinar_sy;Sur;20230727;20241021;Collar_21-24;3;Control;0.866560818;;
Canar;1900;Robledal;Sur;20230615;20241021;56;1;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20241021;56;2;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20241021;56;3;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20241021;55;1;Control;0.30693525;;
Canar;1900;Robledal;Sur;20230615;20241021;55;2;Control;0.30693525;;
Canar;1900;Robledal;Sur;20230615;20241021;55;3;Control;0.30693525;;
Canar;1900;Piornal;Sur;20230615;20241021;57;1;Refugio;0.283975764;;
Canar;1900;Piornal;Sur;20230615;20241021;57;2;Refugio;0.283975764;;
Canar;1900;Piornal;Sur;20230615;20241021;57;3;Refugio;0.283975764;;
Canar;1900;Robledal;Sur;20230615;20241021;58;1;Control;0.05761775;;
Canar;1900;Robledal;Sur;20230615;20241021;58;2;Control;0.05761775;;
Canar;1900;Robledal;Sur;20230615;20241021;58;3;Control;0.05761775;;
Canar;1900;Piornal;Sur;20230615;20241021;60;1;Refugio;0.004152135;;
Canar;1900;Piornal;Sur;20230615;20241021;60;2;Refugio;0.004152135;;
Canar;1900;Piornal;Sur;20230615;20241021;60;3;Refugio;0.004152135;;
Canar;1900;Robledal;Sur;20230615;20241021;59;1;Refugio;0.600574463;;
Canar;1900;Robledal;Sur;20230615;20241021;59;2;Refugio;0.600574463;;
Canar;1900;Robledal;Sur;20230615;20241021;59;3;Refugio;0.600574463;;
Canar;1900;Piornal;Sur;20230615;20241021;63;1;Refugio;0;;
Canar;1900;Piornal;Sur;20230615;20241021;63;2;Refugio;0;;
Canar;1900;Piornal;Sur;20230615;20241021;63;3;Refugio;0;;
Canar;1900;Robledal;Sur;20230615;20241021;61;1;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20241021;61;2;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20241021;61;3;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20241021;62;1;Refugio;0.592024705;;
Canar;1900;Robledal;Sur;20230615;20241021;62;2;Refugio;0.592024705;;
Canar;1900;Robledal;Sur;20230615;20241021;62;3;Refugio;0.592024705;;
Canar;2000;Piornal;Sur;20230614;20241014;39;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;39;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;39;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;3;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;3;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;3;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;36;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;36;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;36;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;35;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;35;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;35;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;37;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;37;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;37;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20241014;38;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;38;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20241014;38;3;Control;0;;
Canar;1700;Robledal;Sur;20230606;20241014;114;1;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20241014;114;2;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20241014;114;3;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20241014;9;1;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20241014;9;2;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20241014;9;3;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20241014;16;1;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20241014;16;2;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20241014;16;3;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20241014;10;1;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20241014;10;2;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20241014;10;3;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20241014;13;1;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20241014;13;2;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20241014;13;3;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20241014;12;1;Refugio;0.640656215;;
Canar;1700;Robledal;Sur;20230606;20241014;12;2;Refugio;0.640656215;;
Canar;1700;Robledal;Sur;20230606;20241014;12;3;Refugio;0.640656215;;
Canar;1800;Robledal;Sur;20230606;20241014;50;1;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20241014;50;2;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20241014;50;3;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20241014;49;1;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20241014;49;2;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20241014;49;3;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20241014;51;1;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20241014;51;2;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20241014;51;3;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20241014;52;1;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20241014;52;2;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20241014;52;3;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20241014;53;1;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20241014;53;2;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20241014;53;3;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20241014;54;1;Refugio;0.677412767;;
Canar;1800;Robledal;Sur;20230606;20241014;54;2;Refugio;0.677412767;;
Canar;1800;Robledal;Sur;20230606;20241014;54;3;Refugio;0.677412767;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_1-3;1;Control;0.054205783;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_1-3;2;Control;0.054205783;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_1-3;3;Control;0.054205783;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_4-6;1;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_4-6;2;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_4-6;3;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_7-9;1;Control;0;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_7-9;2;Control;0;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_7-9;3;Control;0;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_10-12;1;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_10-12;2;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_10-12;3;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_13-15;1;Control;0;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_13-15;2;Control;0;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_13-15;3;Control;0;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_16-18;1;Refugio;0.089204767;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_16-18;2;Refugio;0.089204767;;
Finana;1500;Encinar;Norte;20230407;20241016;Collar_16-18;3;Refugio;0.089204767;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_1-4;1;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_1-4;2;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_1-4;3;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_5-8;1;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_5-8;2;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_5-8;3;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_9-12;1;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_9-12;2;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_9-12;3;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_13-16;1;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_13-16;2;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_13-16;3;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_17-20;1;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_17-20;2;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_17-20;3;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_21-24;1;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_21-24;2;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20230704;20241016;Collar_21-24;3;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_1-4;1;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_1-4;2;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_1-4;3;Refugio;0.544344462;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_5-8;1;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_5-8;2;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_5-8;3;Control;0.730136627;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_9-12;1;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_9-12;2;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_9-12;3;Refugio;0.344418743;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_13-16;1;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_13-16;2;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_13-16;3;Control;0.644406257;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_17-20;1;Refugio;0.316406647;1;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_17-20;2;Refugio;0.316406647;1;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_17-20;3;Refugio;0.316406647;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_21-24;1;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_21-24;2;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;Collar_21-24;3;Control;0.542004918;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;214;1;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;214;2;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;214;3;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;690;1;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;690;2;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;690;3;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;641;1;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;641;2;Control;0;;
Nacimiento;1200;Pinar_ha;Norte;20241016;20250422;641;3;Control;0;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_1-3;1;Control;0.054205783;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_1-3;2;Control;0.054205783;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_1-3;3;Control;0.054205783;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_4-6;1;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_4-6;2;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_4-6;3;Refugio;0.093623552;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_7-9;1;Control;0;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_7-9;2;Control;0;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_7-9;3;Control;0;1;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_10-12;1;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_10-12;2;Refugio;0.140077942;;
Finana;1500;Encinar;Norte;20241016;20250422;Collar_10-12;3;Refugio;0.140077942;;
