Parcela;Cota;Ecosistema;Orientacion;Fecha_siembra;Fecha_revision;Microestacion;Protector;Tratamiento;Cobertura_arborea;Vivo;Muerto
Camarate;2200;Piornal;Norte;20230621;20240704;27;2;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20240704;27;3;Refugio;0;;
Camarate;1900;Robledal;Norte;20230630;20240704;21;1;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20240704;21;2;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20240704;21;3;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20240704;14;1;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20240704;14;2;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20240704;14;3;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20240704;17;1;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20240704;17;2;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20240704;17;3;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20240704;20;1;Control;0.010985592;;
Camarate;1900;Robledal;Norte;20230630;20240704;20;2;Control;0.010985592;;
Camarate;1900;Robledal;Norte;20230630;20240704;20;3;Control;0.010985592;;
Camarate;1900;Robledal;Norte;20230630;20240704;18;1;Refugio;0.782481673;1;
Camarate;1900;Robledal;Norte;20230630;20240704;18;2;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20240704;18;3;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20240704;19;1;Control;0.136283987;1;
Camarate;1900;Robledal;Norte;20230630;20240704;19;2;Control;0.136283987;1;
Camarate;1900;Robledal;Norte;20230630;20240704;19;3;Control;0.136283987;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;65;1;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;65;2;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;65;3;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;29;1;Control;0.489934459;1;
Hortichuela;1300;Robledal;Norte;20230620;20240715;29;2;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;29;3;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;31;1;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;31;2;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;31;3;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;30;1;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;30;2;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;30;3;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;33;1;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;33;2;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;33;3;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;32;1;Refugio;0.673286027;2;
Hortichuela;1300;Robledal;Norte;20230620;20240715;32;2;Refugio;0.673286027;;
Hortichuela;1300;Robledal;Norte;20230620;20240715;32;3;Refugio;0.673286027;;
SanJuan;2300;Enebral;Norte;20230419;20240715;46;1;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;46;2;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;46;3;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;46;1;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;46;2;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;46;3;Control;0;1;
SanJuan;2300;Enebral;Norte;20230419;20240715;47;1;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;47;2;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;47;3;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240715;47;1;Refugio;0;1;
SanJuan;2300;Enebral;Norte;20230419;20240715;47;2;Refugio;0;1;
SanJuan;2300;Enebral;Norte;20230419;20240715;47;3;Refugio;0;1;
Canar;2000;Piornal;Sur;20230614;20240722;3;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;3;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;3;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;39;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;39;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;39;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;36;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;36;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;36;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;35;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;35;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;35;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;38;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;38;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;38;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240722;37;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;37;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240722;37;3;Refugio;0;;
Canar;1700;Robledal;Sur;20230606;20240722;114;1;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20240722;114;2;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20240722;114;3;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20240722;9;1;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20240722;9;2;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20240722;9;3;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20240722;16;1;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20240722;16;2;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20240722;16;3;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20240722;10;1;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20240722;10;2;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20240722;10;3;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20240722;13;1;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20240722;13;2;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20240722;13;3;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20240722;12;1;Refugio;0.640656215;;
Canar;1700;Robledal;Sur;20230606;20240722;12;2;Refugio;0.640656215;;
Canar;1700;Robledal;Sur;20230606;20240722;12;3;Refugio;0.640656215;;
Canar;1800;Robledal;Sur;20230606;20240722;50;1;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20240722;50;2;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20240722;50;3;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20240722;49;1;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20240722;49;2;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20240722;49;3;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20240722;51;1;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20240722;51;2;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20240722;51;3;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20240722;52;1;Refugio;0.293132894;1;
Canar;1800;Robledal;Sur;20230606;20240722;52;2;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20240722;52;3;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20240722;53;1;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20240722;53;2;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20240722;53;3;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20240722;54;1;Refugio;0.677412767;;
Canar;1800;Robledal;Sur;20230606;20240722;54;2;Refugio;0.677412767;;
Canar;1800;Robledal;Sur;20230606;20240722;54;3;Refugio;0.677412767;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_1-4;1;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_1-4;2;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_1-4;3;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_5-8;1;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_5-8;2;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_5-8;3;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_9-12;1;Refugio;0.836731897;1;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_9-12;2;Refugio;0.836731897;1;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_9-12;3;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_13-16;1;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_13-16;2;Control;0.839677225;1;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_13-16;3;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_17-20;1;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_17-20;2;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_17-20;3;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_21-24;1;Control;0.866560818;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_21-24;2;Control;0.866560818;;
Portugos;1700;Pinar_sy;Sur;20230727;20240723;Collar_21-24;3;Control;0.866560818;;
Canar;1900;Robledal;Sur;20230615;20240723;56;1;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20240723;56;2;Refugio;0.670424821;1;
Canar;1900;Robledal;Sur;20230615;20240723;56;3;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20240723;55;1;Control;0.30693525;;
Canar;1900;Robledal;Sur;20230615;20240723;55;2;Control;0.30693525;;
Canar;1900;Robledal;Sur;20230615;20240723;55;3;Control;0.30693525;;
Canar;1900;Piornal;Sur;20230615;20240723;57;1;Refugio;0.283975764;;
Canar;1900;Piornal;Sur;20230615;20240723;57;2;Refugio;0.283975764;;
Canar;1900;Piornal;Sur;20230615;20240723;57;3;Refugio;0.283975764;;
Canar;1900;Robledal;Sur;20230615;20240723;58;1;Control;0.05761775;;
Canar;1900;Robledal;Sur;20230615;20240723;58;2;Control;0.05761775;;
Canar;1900;Robledal;Sur;20230615;20240723;58;3;Control;0.05761775;;
Canar;1900;Piornal;Sur;20230615;20240723;60;1;Refugio;0.004152135;;
Canar;1900;Piornal;Sur;20230615;20240723;60;2;Refugio;0.004152135;;
Canar;1900;Piornal;Sur;20230615;20240723;60;3;Refugio;0.004152135;;
Canar;1900;Robledal;Sur;20230615;20240723;59;1;Refugio;0.600574463;;
Canar;1900;Robledal;Sur;20230615;20240723;59;2;Refugio;0.600574463;;
Canar;1900;Robledal;Sur;20230615;20240723;59;3;Refugio;0.600574463;;
Canar;1900;Piornal;Sur;20230615;20240723;63;1;Refugio;0;1;
Canar;1900;Piornal;Sur;20230615;20240723;63;2;Refugio;0;;
Canar;1900;Piornal;Sur;20230615;20240723;63;3;Refugio;0;1;
Canar;1900;Robledal;Sur;20230615;20240723;61;1;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20240723;61;2;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20240723;61;3;Control;0.210915544;;
Canar;1900;Robledal;Sur;20230615;20240723;62;1;Refugio;0.592024705;1;
Canar;1900;Robledal;Sur;20230615;20240723;62;2;Refugio;0.592024705;;
Canar;1900;Robledal;Sur;20230615;20240723;62;3;Refugio;0.592024705;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_1-4;1;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_1-4;2;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_1-4;3;Refugio;0.713809552;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_5-8;1;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_5-8;2;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_5-8;3;Control;0.825429393;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_9-12;1;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_9-12;2;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_9-12;3;Refugio;0.836731897;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_13-16;1;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_13-16;2;Control;0.839677225;1;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_13-16;3;Control;0.839677225;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_17-20;1;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_17-20;2;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_17-20;3;Refugio;0.644618943;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_21-24;1;Control;0.866560818;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_21-24;2;Control;0.866560818;;
Portugos;1700;Pinar_sy;Sur;20230727;20240917;Collar_21-24;3;Control;0.866560818;;
Camarate;1500;Encinar;Norte;20230622;20240903;40;1;Refugio;0.359531075;;
Camarate;1500;Encinar;Norte;20230622;20240903;40;2;Refugio;0.359531075;;
Camarate;1500;Encinar;Norte;20230622;20240903;40;3;Refugio;0.359531075;;
Camarate;1500;Encinar;Norte;20230622;20240903;41;1;Control;0.059943538;;
Camarate;1500;Encinar;Norte;20230622;20240903;41;2;Control;0.059943538;;
Camarate;1500;Encinar;Norte;20230622;20240903;41;3;Control;0.059943538;;
Camarate;1500;Encinar;Norte;20230622;20240903;42;1;Refugio;0.629552111;;
Camarate;1500;Encinar;Norte;20230622;20240903;42;2;Refugio;0.629552111;;
Camarate;1500;Encinar;Norte;20230622;20240903;42;3;Refugio;0.629552111;;
Camarate;1500;Encinar;Norte;20230622;20240903;43;1;Control;0.20510848;;
Camarate;1500;Encinar;Norte;20230622;20240903;43;2;Control;0.20510848;;
Camarate;1500;Encinar;Norte;20230622;20240903;43;3;Control;0.20510848;;
Camarate;1500;Encinar;Norte;20230622;20240903;44;1;Control;0.10444143;;
Camarate;1500;Encinar;Norte;20230622;20240903;44;2;Control;0.10444143;;
Camarate;1500;Encinar;Norte;20230622;20240903;44;3;Control;0.10444143;;
Camarate;1500;Encinar;Norte;20230622;20240903;45;1;Refugio;0.554234881;;
Camarate;1500;Encinar;Norte;20230622;20240903;45;2;Refugio;0.554234881;;
Camarate;1500;Encinar;Norte;20230622;20240903;45;3;Refugio;0.554234881;;
Camarate;1700;Robledal;Norte;20230622;20240903;6;1;Refugio;0.356924881;1;
Camarate;1700;Robledal;Norte;20230622;20240903;6;2;Refugio;0.356924881;;
Camarate;1700;Robledal;Norte;20230622;20240903;6;3;Refugio;0.356924881;;
Camarate;1700;Robledal;Norte;20230622;20240903;67;1;Control;0.468103477;;
Camarate;1700;Robledal;Norte;20230622;20240903;67;2;Control;0.468103477;;
Camarate;1700;Robledal;Norte;20230622;20240903;67;3;Control;0.468103477;;
Camarate;1700;Robledal;Norte;20230622;20240903;66;1;Refugio;0.583936825;;
Camarate;1700;Robledal;Norte;20230622;20240903;66;2;Refugio;0.583936825;;
Camarate;1700;Robledal;Norte;20230622;20240903;66;3;Refugio;0.583936825;;
Camarate;1700;Robledal;Norte;20230622;20240903;5;1;Control;0.435913851;;
Camarate;1700;Robledal;Norte;20230622;20240903;5;2;Control;0.435913851;;
Camarate;1700;Robledal;Norte;20230622;20240903;5;3;Control;0.435913851;;
Camarate;1700;Robledal;Norte;20230622;20240903;4;1;Refugio;0.328830249;;
Camarate;1700;Robledal;Norte;20230622;20240903;4;2;Refugio;0.328830249;1;
Camarate;1700;Robledal;Norte;20230622;20240903;4;3;Refugio;0.328830249;;
Camarate;1700;Robledal;Norte;20230622;20240903;1;1;Control;0.433905504;;
Camarate;1700;Robledal;Norte;20230622;20240903;1;2;Control;0.433905504;;
Camarate;1700;Robledal;Norte;20230622;20240903;1;3;Control;0.433905504;;
Camarate;1900;Robledal;Norte;20230630;20240905;20;1;Control;0.010985592;1;
Camarate;1900;Robledal;Norte;20230630;20240905;20;2;Control;0.010985592;1;
Camarate;1900;Robledal;Norte;20230630;20240905;20;3;Control;0.010985592;;
Camarate;1900;Robledal;Norte;20230630;20240905;21;1;Refugio;0.958735779;1;
Camarate;1900;Robledal;Norte;20230630;20240905;21;2;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20240905;21;3;Refugio;0.958735779;;
Camarate;1900;Robledal;Norte;20230630;20240905;14;1;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20240905;14;2;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20240905;14;3;Refugio;0.940318352;;
Camarate;1900;Robledal;Norte;20230630;20240905;17;1;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20240905;17;2;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20240905;17;3;Control;0.050402304;;
Camarate;1900;Robledal;Norte;20230630;20240905;18;1;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20240905;18;2;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20240905;18;3;Refugio;0.782481673;;
Camarate;1900;Robledal;Norte;20230630;20240905;19;1;Control;0.136283987;;
Camarate;1900;Robledal;Norte;20230630;20240905;19;2;Control;0.136283987;;
Camarate;1900;Robledal;Norte;20230630;20240905;19;3;Control;0.136283987;;
Camarate;2200;Piornal;Norte;20230621;20240905;22;1;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;22;2;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;22;3;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;23;1;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;23;2;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;23;3;Refugio;0;1;
Camarate;2200;Piornal;Norte;20230621;20240905;24;1;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;24;2;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;24;3;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;25;1;Refugio;0;1;
Camarate;2200;Piornal;Norte;20230621;20240905;25;2;Refugio;0;2;
Camarate;2200;Piornal;Norte;20230621;20240905;25;3;Refugio;0;2;
Camarate;2200;Piornal;Norte;20230621;20240905;26;1;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;26;2;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;26;3;Control;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;27;1;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;27;2;Refugio;0;;
Camarate;2200;Piornal;Norte;20230621;20240905;27;3;Refugio;0;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;65;1;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;65;2;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;65;3;Refugio;0.664800287;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;29;1;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;29;2;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;29;3;Control;0.489934459;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;31;1;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;31;2;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;31;3;Control;0.051828675;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;30;1;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;30;2;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;30;3;Refugio;0.790612937;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;33;1;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;33;2;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;33;3;Control;0.264723466;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;32;1;Refugio;0.673286027;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;32;2;Refugio;0.673286027;;
Hortichuela;1300;Robledal;Norte;20230620;20240909;32;3;Refugio;0.673286027;;
SanJuan;2300;Enebral;Norte;20230419;20240909;46;1;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;46;2;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;46;3;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;46;1;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;46;2;Control;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;46;3;Control;0;2;
SanJuan;2300;Enebral;Norte;20230419;20240909;47;1;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;47;2;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;47;3;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;47;1;Refugio;0;1;
SanJuan;2300;Enebral;Norte;20230419;20240909;47;2;Refugio;0;;
SanJuan;2300;Enebral;Norte;20230419;20240909;47;3;Refugio;0;2;
Canar;2000;Piornal;Sur;20230614;20240916;39;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;39;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;39;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;3;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;3;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;3;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;36;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;36;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;36;3;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;35;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;35;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;35;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;37;1;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;37;2;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;37;3;Refugio;0;;
Canar;2000;Piornal;Sur;20230614;20240916;38;1;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;38;2;Control;0;;
Canar;2000;Piornal;Sur;20230614;20240916;38;3;Control;0;;
Canar;1700;Robledal;Sur;20230606;20240916;114;1;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20240916;114;2;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20240916;114;3;Refugio;0.822925837;;
Canar;1700;Robledal;Sur;20230606;20240916;9;1;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20240916;9;2;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20240916;9;3;Control;0.146584964;;
Canar;1700;Robledal;Sur;20230606;20240916;16;1;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20240916;16;2;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20240916;16;3;Control;0.031152651;;
Canar;1700;Robledal;Sur;20230606;20240916;10;1;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20240916;10;2;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20240916;10;3;Refugio;0.725442196;;
Canar;1700;Robledal;Sur;20230606;20240916;13;1;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20240916;13;2;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20240916;13;3;Control;0.003621479;;
Canar;1700;Robledal;Sur;20230606;20240916;12;1;Refugio;0.640656215;;
Canar;1700;Robledal;Sur;20230606;20240916;12;2;Refugio;0.640656215;;
Canar;1700;Robledal;Sur;20230606;20240916;12;3;Refugio;0.640656215;;
Canar;1800;Robledal;Sur;20230606;20240916;50;1;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20240916;50;2;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20240916;50;3;Refugio;0.76124272;;
Canar;1800;Robledal;Sur;20230606;20240916;49;1;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20240916;49;2;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20240916;49;3;Control;0.43006552;;
Canar;1800;Robledal;Sur;20230606;20240916;51;1;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20240916;51;2;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20240916;51;3;Control;0.388082823;;
Canar;1800;Robledal;Sur;20230606;20240916;52;1;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20240916;52;2;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20240916;52;3;Refugio;0.293132894;;
Canar;1800;Robledal;Sur;20230606;20240916;53;1;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20240916;53;2;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20240916;53;3;Control;0.0356836;;
Canar;1800;Robledal;Sur;20230606;20240916;54;1;Refugio;0.677412767;;
Canar;1800;Robledal;Sur;20230606;20240916;54;2;Refugio;0.677412767;;
Canar;1800;Robledal;Sur;20230606;20240916;54;3;Refugio;0.677412767;;
Canar;1900;Robledal;Sur;20230615;20240917;56;1;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20240917;56;2;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20240917;56;3;Refugio;0.670424821;;
Canar;1900;Robledal;Sur;20230615;20240917;55;1;Control;0.30693525;;
Canar;1900;Robledal;Sur;20230615;20240917;55;2;Control;0.30693525;;
Canar;1900;Robledal;Sur;20230615;20240917;55;3;Control;0.30693525;;
Canar;1900;Piornal;Sur;20230615;20240917;57;1;Refugio;0.283975764;;
Canar;1900;Piornal;Sur;20230615;20240917;57;2;Refugio;0.283975764;;
Canar;1900;Piornal;Sur;20230615;20240917;57;3;Refugio;0.283975764;;
Canar;1900;Robledal;Sur;20230615;20240917;58;1;Control;0.05761775;;
Canar;1900;Robledal;Sur;20230615;20240917;58;2;Control;0.05761775;;
Canar;1900;Robledal;Sur;20230615;20240917;58;3;Control;0.05761775;;
Canar;1900;Piornal;Sur;20230615;20240917;60;1;Refugio;0.004152135;;
Canar;1900;Piornal;Sur;20230615;20240917;60;2;Refugio;0.004152135;;
Canar;1900;Piornal;Sur;20230615;20240917;60;3;Refugio;0.004152135;;
Canar;1900;Robledal;Sur;20230615;20240917;59;1;Refugio;0.600574463;;
Canar;1900;Robledal;Sur;20230615;20240917;59;2;Refugio;0.600574463;;
